realty_id,realty_type_ID,original_or_copy,link_original_ID,total_price_USD,square_meter_price_USD,credit,E_oselya
32738601,1434,original, ,21 426,714,NO,NO
32738750,1434,original, ,31 901,541,NO,NO
32738372,1434,copy,32738331,85 704,1558,NO,NO
32734672,1436,copy,31201524,37 615,828,NO,YES
32733314,1434,original, ,476 135,3174,NO,NO
32738331,1434,original, ,85 704,1558,NO,YES
32738375,1434,original, ,304 726,2400,NO,NO
32652314,1434,original, ,32 377,716,NO,NO
32737125,1434,original, ,37 996,642,NO,NO
32737034,1434,copy,32613635,65 707,853,NO,NO
32670405,1434,copy,30288781,38 091,595,NO,NO
32736979,1434,copy,32395378,38 091,680,NO,NO
32687561,1434,copy,31247367,23 712,790,NO,NO
32737744,1434,original, ,66 659,1111,NO,NO
32737585,1434,original, ,119 034,2045,NO,NO
32735203,1434,copy,32722903,361 863,2045,NO,NO
32735220,1434,copy,32705538,52 375,768,NO,NO
32649518,1434,original, ,63 802,1418,YES,YES
32737454,1434,copy,32313675,23 807,793,NO,NO
32737335,1434,copy,31661724,38 091,719,NO,NO
32737256,1434,original, ,57 136,1006,NO,NO
32732094,1434,copy,32542100,36 662,608,NO,NO
32731344,1434,copy,31367028,171 409,777,NO,NO
32734959,1434,copy,32543839,119 034,1518,NO,NO
32731936,1434,copy,32537771,34 282,689,NO,NO
32732024,1434,copy,32706221,63 802,1170,NO,NO
32467647,1434,original, ,33 329,682,NO,NO
32720909,1434,original, ,23 807,529,NO,NO
32736872,1434,original, ,45 709,749,NO,NO
32681759,1434,original, ,46 661,639,NO,NO
32681340,1434,original, ,157 125,1247,NO,NO
32681277,1434,original, ,95 132,1023,NO,NO
32681780,1434,copy,30342694,280 920,1147,NO,NO
32703551,1434,original, ,80 943,899,NO,NO
32731617,1434,copy,32687377,31 425,873,NO,NO
32720836,1434,original, ,94 275,937,NO,NO
32731473,1434,copy,32705538,52 375,768,NO,NO
32734846,1434,original, ,23 712,464,NO,NO
32734839,1434,original, ,21 807,606,NO,NO
32735437,1434,copy,32446220,45 709,749,NO,NO
32735463,1434,copy,32663496,27 616,613,NO,NO
32731223,1434,copy,32626922,36 186,834,NO,NO
32497046,1434,copy,32369254,41 900,776,NO,NO
32730960,1434,copy,32705538,52 375,770,NO,NO
32733082,1434,original, ,36 186,823,NO,NO
32730720,1434,copy,32705538,52 375,768,NO,NO
32734750,1434,copy,32728761,61 898,1190,NO,NO
32734718,1434,original, ,61 898,651,NO,NO
32735000,1434,original, ,176 170,1199,NO,NO
32730346,1434,copy,32613635,65 707,865,NO,NO
32702694,1434,original, ,65 707,720,NO,YES
32734881,1434,copy,32727065,171 409,893,NO,NO
32734834,1434,copy,32375132,67 135,973,NO,NO
32733011,1434,copy,32085873,26 664,561,NO,NO
32732605,1434,original, ,22 854,590,NO,NO
32734705,1434,original, ,142 841,1143,NO,NO
32734700,1434,copy,32728761,61 898,1190,NO,NO
32734693,1434,copy,32711888,57 136,1269,NO,NO
32734530,1434,copy,32728761,61 898,1190,NO,NO
32734551,1434,copy,32733195,36 186,549,NO,NO
32728448,1434,original, ,85 704,1517,NO,NO
32408217,1434,original, ,132 366,1557,NO,NO
32734399,1434,copy,32706221,64 754,1188,YES,YES
32536432,1434,copy,32462630,69 420,1102,NO,NO
32719908,1434,original, ,22 378,533,NO,NO
32733743,1434,copy,32669974,23 807,1128,NO,NO
32724532,1434,copy,32715973,42 852,1127,NO,NO
32715783,1434,copy,32715973,44 757,1178,NO,NO
32715763,1434,copy,32715973,42 852,1127,NO,NO
32715973,1434,original, ,42 852,1127,NO,NO
32710213,1434,copy,32715973,42 852,1127,NO,NO
32707781,1434,copy,32715973,42 852,1113,NO,NO
32711454,1434,copy,32715973,42 852,1127,NO,NO
32734001,1434,original, ,35 234,504,NO,NO
32712095,1434,copy,32715973,42 852,1127,NO,NO
32733302,1434,copy,25930250,34 282,541,NO,NO
32733647,1434,copy,31661724,38 091,719,NO,NO
32733614,1434,copy,32229108,24 759,619,NO,NO
31698503,1434,original, ,22 378,746,NO,NO
31202553,1434,original, ,28 568,635,NO,NO
32733195,1434,original, ,36 186,549,NO,NO
32733112,1434,original, ,33 329,709,NO,NO
32612936,1434,original, ,42 852,766,NO,NO
32527617,1434,original, ,51 423,988,NO,NO
32527590,1434,original, ,26 664,808,NO,NO
32527534,1434,original, ,142 841,1299,NO,NO
32728592,1434,copy,32443424,116 177,2013,NO,NO
32732835,1434,original, ,74 277,1173,NO,NO
31503243,1434,original, ,47 614,744,NO,YES
32732624,1434,copy,32728761,61 898,1126,NO,NO
32732652,1434,copy,32703445,32 377,720,NO,NO
31958853,1434,original, ,22 378,526,NO,NO
32732386,1434,copy,32368107,71 420,1027,NO,NO
32732425,1434,copy,32714918,19 998,645,NO,NO
32729472,1434,original, ,14 284,583,NO,NO
29823868,1434,original, ,58 576,1143,NO,NO
29825429,1434,original, ,65 311,1381,NO,NO
32731699,1434,copy,31380984,20 474,661,NO,NO
32641792,1436,original, ,33 328,568,NO,NO
32728411,1434,copy,32728761,61 898,1147,NO,NO
32727606,1434,original, ,14 284,367,NO,NO
32727702,1434,copy,32705538,52 375,768,YES,NO
32731259,1434,copy,32663088,53 327,957,NO,NO
32729859,1434,copy,32728761,61 898,1174,NO,NO
32727503,1434,copy,32722903,361 863,2045,NO,NO
29176134,1434,original, ,66 659,1075,NO,NO
32278183,1434,original, ,35 234,1101,NO,NO
31894492,1434,copy,31306759,53 327,1077,NO,NO
32374231,1434,copy,32020770,61 898,1238,NO,NO
30617561,1434,original, ,113 320,1453,NO,NO
32727318,1434,original, ,47 614,649,NO,NO
32730675,1434,original, ,39 519,637,NO,NO
32727354,1434,copy,32255665,48 090,830,NO,NO
32726839,1434,copy,32698043,27 616,659,NO,NO
32726753,1434,copy,32705538,52 375,768,NO,NO
32726790,1434,copy,32722903,361 863,2045,YES,YES
32726745,1434,copy,32722903,361 863,2045,YES,YES
32728761,1434,original, ,61 898,1174,NO,NO
32726451,1434,original, ,15 712,714,NO,NO
32726636,1434,copy,32669974,23 807,1082,NO,NO
32721186,1434,copy,32729424,31 425,698,NO,NO
32726228,1434,copy,32255665,48 090,830,NO,NO
32410401,1434,original, ,58 088,1236,YES,YES
32729424,1434,original, ,30 473,674,NO,NO
32690144,1436,original, ,85 704,1261,NO,NO
32724682,1434,original, ,49 518,597,NO,NO
32726291,1434,copy,32711490,75 229,995,NO,NO
32726102,1434,original, ,36 186,754,NO,NO
32728904,1434,copy,32713959,52 375,1378,NO,NO
32728868,1434,copy,32597433,66 659,1212,NO,YES
32681562,1436,original, ,47 613,700,NO,NO
32725057,1434,copy,32722903,361 863,2046,NO,NO
32728498,1434,copy,32691896,60 469,1344,NO,YES
32279399,1434,original, ,37 615,895,NO,NO
32728385,1434,copy,32704429,57 136,1269,NO,YES
32289356,1434,original, ,80 943,1581,NO,YES
32326852,1434,copy,30805362,40 948,771,NO,NO
32728346,1434,original, ,23 140,771,NO,NO
31375533,1434,original, ,47 614,744,NO,NO
32728281,1434,copy,23810555,22 378,605,NO,NO
32582552,1434,copy,31347831,130 461,2558,NO,NO
32727486,1434,original, ,59 041,1036,NO,NO
32726961,1434,original, ,54 279,1010,NO,NO
32620881,1434,original, ,80 943,1799,NO,NO
32620831,1434,copy,32382885,53 327,1212,NO,NO
32614052,1434,original, ,82 847,1657,NO,NO
32613166,1434,original, ,116 177,1613,NO,NO
32613131,1434,original, ,80 943,1446,NO,NO
32490893,1434,original, ,77 134,2338,NO,YES
32514868,1434,original, ,74 277,1327,NO,YES
32490878,1434,copy,32230835,57 041,1391,NO,YES
32514881,1434,original, ,99 988,1724,NO,YES
32727845,1434,copy,32727751,30 473,824,NO,NO
32727751,1434,original, ,30 473,824,NO,NO
32727656,1434,original, ,295 204,1554,NO,NO
32709278,1434,original, ,38 091,668,NO,NO
32727314,1434,copy,31961722,32 853,711,NO,NO
32690772,1434,original, ,28 568,751,NO,NO
32709273,1434,original, ,26 664,635,NO,NO
32727065,1434,original, ,171 409,893,NO,NO
32726880,1434,original, ,37 615,818,NO,NO
32726737,1434,copy,32313675,23 807,793,NO,NO
32724335,1434,copy,32045343,34 282,650,NO,NO
32656088,1434,original, ,38 091,1228,NO,NO
32725419,1434,original, ,61 898,799,NO,NO
32655834,1434,original, ,69 944,1442,NO,NO
32725485,1434,copy,32722903,361 863,2045,NO,NO
32538347,1434,copy,32269671,44 757,688,NO,NO
32726148,1434,copy,32214844,35 710,793,NO,NO
32233738,1434,copy,25930250,34 282,541,NO,NO
32725396,1434,copy,32669974,23 807,1082,NO,NO
32668384,1434,original, ,39 519,824,NO,NO
32693487,1434,original, ,25 711,613,NO,NO
32725900,1434,original, ,25 711,695,NO,NO
32725808,1434,original, ,36 662,873,NO,NO
32724163,1434,original, ,27 140,675,NO,NO
32724890,1434,original, ,61 421,1205,NO,NO
32724209,1434,copy,32714918,19 998,633,NO,NO
32720971,1434,copy,32571460,55 232,936,NO,NO
32724747,1434,copy,32068663,56 660,798,NO,NO
32612041,1436,original, ,63 802,911,NO,NO
25995224,1434,original, ,39 995,636,NO,NO
32724256,1434,original, ,28 568,501,NO,NO
32721261,1434,original, ,45 709,950,NO,NO
32724234,1434,copy,32045343,34 282,659,NO,NO
32720596,1436,original, ,42 852,764,NO,NO
32724057,1434,copy,32722903,361 863,2045,NO,YES
32722903,1434,original, ,361 863,2045,NO,YES
32683505,1436,original, ,28 092,803,NO,NO
27848644,1434,original, ,31 425,827,NO,NO
32723756,1434,copy,32722903,361 863,2045,NO,NO
32686406,1434,original, ,109 511,711,NO,NO
32722334,1434,original, ,42 852,948,NO,NO
32721402,1434,copy,32373985,61 898,525,NO,NO
32721384,1434,original, ,80 943,1459,NO,NO
32721372,1434,copy,32689363,60 945,1033,NO,NO
32721364,1434,copy,32705139,33 329,569,NO,NO
32721349,1434,copy,32705120,47 614,1058,NO,NO
32721338,1434,copy,32415019,47 518,647,NO,NO
32723357,1434,original, ,42 852,824,NO,NO
32721316,1434,copy,32711490,75 229,995,NO,NO
32718262,1434,copy,32718136,63 802,1170,NO,NO
32718943,1434,copy,32470390,22 854,769,NO,NO
32719295,1434,original, ,20 950,395,NO,NO
32721142,1434,copy,32478803,333 295,2410,NO,NO
32721069,1434,copy,32412499,64 754,952,NO,NO
32721060,1434,copy,32446063,74 753,1059,NO,NO
32400755,1434,copy,32412499,64 754,967,NO,NO
32718584,1434,copy,32718136,64 754,1199,NO,NO
32723208,1434,copy,32722918,52 374,1378,NO,NO
31943567,1434,original, ,76 179,828,NO,NO
32708919,1434,copy,32704526,114 272,1269,NO,NO
32504752,1434,original, ,10 475,249,NO,NO
32718618,1434,copy,32415019,46 661,657,NO,NO
32679392,1434,original, ,23 807,458,NO,NO
32722701,1434,original, ,30 473,779,YES,NO
32718773,1434,copy,32121620,40 852,869,NO,NO
32722918,1434,original, ,52 374,1378,NO,NO
32722520,1434,original, ,26 664,860,NO,NO
32722454,1434,copy,32711888,57 136,1269,NO,NO
32655389,1434,original, ,40 757,784,NO,NO
32710062,1434,copy,32714918,19 998,645,NO,NO
32711782,1434,copy,32669974,23 807,1082,YES,NO
31501785,1436,original, ,30 949,529,NO,NO
31461195,1434,original, ,39 995,1111,NO,NO
32299824,1436,original, ,47 614,815,NO,NO
32720902,1434,original, ,61 898,1346,NO,NO
32718107,1434,copy,32689363,60 945,1033,NO,NO
32718075,1434,copy,32705120,47 614,1058,NO,NO
32718052,1434,copy,32705139,33 329,569,NO,NO
32717987,1434,copy,32711490,75 229,995,NO,NO
32721370,1434,original, ,20 950,537,NO,NO
31272507,1436,original, ,19 045,536,YES,NO
31684738,1434,original, ,35 234,557,NO,NO
32717332,1434,copy,32715611,128 556,1599,NO,NO
32717099,1434,original, ,95 227,1659,YES,YES
32717043,1434,copy,32717099,95 227,1659,YES,YES
32716890,1434,copy,32717099,95 227,1659,YES,YES
32718920,1434,copy,32717099,95 227,1659,YES,YES
32716818,1434,copy,32701537,38 091,1190,YES,YES
32716791,1434,copy,32701537,38 091,1190,YES,YES
32716757,1434,copy,32701537,38 091,1228,YES,YES
32718907,1434,copy,32701537,38 091,1190,YES,YES
32714211,1434,copy,32701385,47 614,1133,YES,YES
32714198,1434,copy,32701385,47 614,1133,YES,YES
32714158,1434,copy,32701385,47 614,1133,YES,YES
32714455,1434,copy,32701385,47 614,1133,YES,YES
32713991,1434,copy,32701955,79 229,1238,YES,YES
32713965,1434,copy,32701955,79 229,1238,YES,YES
32713897,1434,copy,32701955,79 229,1238,YES,YES
32714440,1434,copy,32701955,79 229,1238,YES,YES
32718976,1434,copy,32714200,43 804,876,YES,NO
32718969,1434,copy,32706221,63 802,1170,NO,NO
32078988,1436,original, ,69 516,1617,NO,NO
32719000,1434,copy,32682866,36 186,762,NO,NO
32718165,1434,copy,32718136,64 754,1188,NO,NO
32718136,1434,copy,32706221,63 802,1170,NO,NO
32718251,1434,copy,32718136,64 754,1188,NO,YES
32718258,1434,copy,32718136,63 802,1170,NO,NO
32349341,1434,original, ,27 616,627,NO,NO
32715611,1434,original, ,128 556,1599,NO,NO
32717144,1434,original, ,75 229,1355,NO,NO
32717125,1434,copy,32711490,75 229,995,NO,NO
32710848,1434,original, ,24 759,516,NO,NO
32711665,1434,copy,32711490,75 229,995,NO,NO
32607261,1436,copy,32354948,57 135,849,NO,NO
32717736,1434,original, ,53 327,573,NO,NO
32715155,1434,copy,32714200,43 804,876,NO,NO
32720108,1434,original, ,61 898,1174,NO,NO
32704223,1436,original, ,25 711,540,NO,NO
32711490,1434,original, ,75 229,989,NO,YES
32719976,1434,copy,32637401,42 852,676,NO,NO
32714302,1434,original, ,26 664,741,NO,NO
32714258,1434,copy,32714200,43 804,876,NO,NO
32712457,1434,copy,30787015,39 043,610,NO,NO
32711108,1434,copy,32591903,20 950,455,NO,NO
32714200,1434,original, ,43 804,876,NO,NO
32687835,1434,original, ,63 802,1460,NO,NO
32705602,1434,copy,32705203,47 614,680,NO,NO
32688171,1434,original, ,64 564,828,NO,NO
32689766,1434,original, ,90 466,1121,NO,NO
32714084,1434,copy,32255665,48 090,830,NO,NO
32713964,1434,copy,32711490,75 229,1097,NO,NO
32710975,1434,copy,30769434,66 659,738,NO,NO
32719739,1434,original, ,63 802,1329,NO,NO
32530239,1434,original, ,28 092,686,NO,NO
32675775,1434,original, ,40 948,908,NO,NO
32525552,1434,original, ,59 041,1284,NO,NO
32710757,1434,copy,32622697,28 568,537,NO,NO
32719448,1434,copy,32704429,57 136,1269,YES,YES
32675908,1434,original, ,299 965,2506,NO,NO
32713392,1434,original, ,71 420,840,NO,NO
32713373,1434,copy,32626922,36 186,834,NO,NO
32483829,1434,original, ,19 617,621,NO,NO
32713212,1434,copy,32711490,75 229,1107,NO,NO
32713224,1434,copy,32669974,23 807,1082,NO,NO
32713136,1434,original, ,153 754,1286,NO,NO
32713104,1434,copy,32705120,47 614,1058,NO,NO
32713036,1434,original, ,45 709,707,NO,NO
32712884,1434,original, ,118 891,1047,NO,NO
32580993,1434,copy,30941118,33 329,483,NO,NO
32717274,1434,original, ,28 092,720,NO,NO
32717296,1434,original, ,72 277,1339,NO,NO
32716829,1436,original, ,59 041,718,NO,NO
32499048,1434,copy,32488442,33 329,595,NO,NO
32715437,1434,original, ,22 378,722,NO,NO
32717534,1434,original, ,22 854,618,NO,NO
32611346,1434,original, ,52 375,1008,NO,NO
32512753,1436,original, ,28 568,559,NO,NO
32717767,1434,copy,32714200,43 804,882,NO,NO
32716763,1434,original, ,333 295,2222,YES,NO
32691896,1434,original, ,61 898,1375,NO,NO
32717342,1434,original, ,65 707,1314,NO,NO
32512271,1434,original, ,55 232,778,NO,NO
32712639,1434,copy,32711490,75 229,1097,NO,NO
32712510,1434,copy,32005030,23 807,625,NO,NO
32716197,1434,original, ,26 664,544,NO,NO
32715651,1434,copy,30941118,33 329,484,NO,NO
32714918,1434,original, ,19 998,633,NO,NO
32509472,1434,copy,32197159,90 466,933,NO,NO
32555129,1434,original, ,109 511,1865,NO,NO
32716323,1434,original, ,99 988,1492,NO,NO
32633229,1434,copy,32504043,28 568,614,NO,NO
32652654,1434,original, ,31 901,740,NO,NO
32712214,1434,original, ,28 568,518,NO,NO
32711830,1434,copy,32666859,23 807,786,NO,NO
32712257,1434,copy,29430210,33 329,476,NO,NO
32712184,1434,copy,32711490,75 229,995,NO,NO
32707281,1434,original, ,42 852,654,NO,NO
32560005,1434,original, ,50 470,788,NO,NO
32685111,1434,original, ,59 041,1373,NO,NO
32708713,1434,original, ,39 995,909,NO,NO
30287701,1434,copy,32624084,22 378,722,NO,NO
32591161,1434,copy,32582082,61 898,1375,NO,YES
32384690,1434,copy,32307575,109 511,1560,NO,NO
32706986,1434,copy,32705120,47 614,1058,NO,NO
32707139,1434,copy,32591903,20 950,458,NO,NO
32669974,1434,original, ,23 807,1082,NO,NO
32706833,1434,copy,32669974,23 807,1082,NO,NO
32657352,1436,original, ,26 664,463,NO,NO
32473276,1434,copy,32478803,333 295,2415,NO,NO
23082827,1434,original, ,83 324,1226,NO,NO
32474781,1434,original, ,47 614,933,NO,NO
32488741,1506,copy,32433952,143 278,1476,YES,NO
32707558,1434,copy,31978249,36 186,593,NO,NO
32706517,1434,original, ,35 234,668,NO,NO
32706442,1434,copy,32698958,52 375,871,NO,NO
32705747,1434,original, ,19 522,813,NO,NO
32706221,1436,original, ,63 802,1170,NO,NO
32706117,1434,original, ,43 804,896,NO,NO
32490853,1434,original, ,59 041,1181,NO,YES
32506386,1434,original, ,30 473,609,NO,NO
32490848,1434,original, ,59 041,1373,NO,YES
32490840,1434,copy,32488053,50 470,1231,NO,YES
32514861,1434,original, ,59 041,1476,NO,YES
32614028,1434,original, ,66 659,1333,NO,NO
32613228,1434,original, ,64 754,1471,NO,NO
32613121,1434,original, ,61 898,1289,NO,NO
32613117,1434,original, ,66 659,1388,NO,NO
32514911,1434,original, ,71 420,1520,NO,YES
32490909,1434,original, ,66 659,1550,NO,NO
32514877,1434,original, ,57 136,1504,NO,YES
32490867,1434,original, ,61 898,1440,NO,YES
32514892,1434,copy,32404965,80 943,1173,NO,YES
32490917,1434,original, ,53 327,1240,NO,YES
32490830,1434,original, ,83 800,1949,NO,YES
32713959,1434,original, ,54 279,1428,NO,NO
32708828,1434,copy,32702057,45 176,1088,YES,YES
32708996,1434,copy,32702057,45 176,1088,YES,YES
32709032,1434,copy,32702057,45 176,1088,YES,YES
32709555,1434,copy,32702057,45 176,1088,YES,YES
32712951,1434,copy,32706221,64 754,1188,NO,NO
31909436,1434,original, ,42 852,663,NO,NO
32712854,1434,copy,32711888,57 136,1269,YES,YES
32712571,1434,copy,32711888,57 136,1269,NO,NO
32712157,1434,copy,32704429,57 136,1269,YES,YES
32705473,1434,copy,32705120,47 614,1058,NO,NO
32705484,1434,copy,32698043,26 664,636,NO,NO
32705487,1434,copy,32705139,33 329,569,NO,NO
32711888,1434,original, ,57 136,1269,YES,YES
32711776,1434,copy,32654907,50 470,701,NO,NO
32705409,1434,copy,32415019,49 328,685,NO,NO
32689212,1434,original, ,39 043,871,NO,NO
32705298,1434,copy,32705120,45 709,1016,NO,NO
19085595,1434,original, ,34 282,489,NO,NO
32392198,1434,original, ,27 616,613,NO,NO
32711222,1434,original, ,59 993,857,NO,NO
32705718,1434,copy,32698043,27 616,659,NO,NO
32242241,1434,original, ,26 664,667,NO,NO
32705641,1434,copy,32705139,33 329,569,NO,NO
32680977,1434,copy,32705139,33 329,569,NO,NO
32709064,1434,original, ,31 425,698,NO,NO
32705295,1434,copy,32704890,33 234,769,NO,NO
32705538,1434,original, ,52 375,768,NO,NO
32706486,1434,original, ,24 759,854,NO,NO
32705559,1434,copy,32705120,47 614,1058,NO,NO
32710622,1434,copy,32353428,25 711,643,NO,NO
32705203,1434,original, ,47 614,680,NO,NO
32710059,1434,original, ,47 614,1035,NO,NO
32239407,1434,original, ,81 895,1192,NO,YES
32705139,1434,original, ,33 329,569,NO,NO
32709786,1434,original, ,142 841,1163,NO,NO
32705120,1434,original, ,45 709,1016,NO,NO
31039053,1434,original, ,109 511,1117,NO,YES
32199544,1434,original, ,56 660,603,NO,NO
32610927,1434,copy,28612689,85 704,924,NO,NO
32673127,1434,original, ,61 898,1106,NO,NO
32679037,1434,copy,32691662,22 854,369,NO,NO
32702327,1434,copy,32639334,61 898,1031,NO,NO
32704890,1434,original, ,33 234,769,NO,NO
32704802,1434,copy,32427729,85 704,1034,NO,NO
32703582,1434,original, ,33 329,757,NO,NO
32702111,1434,copy,32669432,35 234,719,NO,NO
32703445,1434,original, ,32 377,745,NO,NO
32702044,1434,copy,32697740,39 519,824,NO,NO
32701512,1434,copy,31525873,25 711,559,NO,NO
32703333,1434,original, ,18 569,851,NO,NO
32702816,1434,original, ,37 615,607,NO,NO
32695262,1434,copy,32286776,55 232,901,NO,NO
32695666,1434,copy,32169233,20 950,723,NO,NO
32701338,1434,copy,32454895,14 284,461,NO,NO
32695739,1434,copy,32169230,12 380,538,NO,NO
32704256,1434,copy,32689363,60 945,1033,NO,NO
32709250,1434,copy,32639334,61 898,1031,NO,NO
32709243,1434,copy,32649518,63 802,1418,NO,YES
32709235,1434,original, ,59 041,1476,NO,NO
32709225,1434,copy,32516726,87 597,1436,NO,NO
32709207,1434,copy,32691510,50 470,944,NO,NO
32709147,1434,original, ,61 898,1190,NO,NO
32709080,1434,original, ,69 516,1667,NO,NO
32703849,1434,copy,32698043,28 568,680,NO,NO
32708211,1434,original, ,18 092,393,NO,NO
32685020,1434,original, ,81 895,666,NO,NO
30787015,1434,original, ,39 995,632,NO,NO
27525963,1434,copy,25930250,32 853,522,NO,NO
32703223,1434,original, ,32 377,771,NO,NO
32449598,1434,original, ,108 083,2119,NO,NO
32703043,1434,copy,32257332,39 995,597,YES,NO
32654907,1434,original, ,50 470,701,NO,NO
32392397,1434,original, ,26 664,592,NO,NO
32467385,1436,original, ,47 613,1027,NO,NO
32328088,1436,original, ,98 084,1167,NO,NO
31078485,1434,original, ,56 184,1100,NO,NO
32685932,1434,copy,32678602,21 902,802,NO,NO
32707734,1434,copy,32693487,28 092,686,NO,NO
32707299,1434,copy,32715973,42 852,1261,NO,NO
32705068,1434,copy,32353428,25 711,643,NO,NO
32702766,1434,copy,32365773,26 664,437,NO,NO
32701451,1434,copy,32701385,47 614,1133,NO,NO
32701857,1434,copy,32701537,38 091,1190,NO,NO
32701897,1434,copy,32701748,95 227,1662,NO,NO
32707087,1434,copy,31973105,78 086,781,NO,NO
32701955,1434,original, ,79 229,1238,NO,NO
32494906,1434,original, ,99 988,892,NO,NO
32700956,1434,original, ,26 187,870,NO,NO
32706956,1434,copy,32434548,24 283,528,NO,NO
32685783,1436,copy,32459881,37 615,828,NO,NO
32700659,1434,copy,32682866,36 186,754,NO,NO
31464847,1434,original, ,50 470,1402,NO,NO
31470801,1434,original, ,38 091,1029,NO,NO
32287372,1434,original, ,44 757,521,NO,NO
32466322,1436,original, ,80 943,1587,NO,YES
32528860,1434,copy,32522955,34 281,746,NO,NO
32705532,1434,original, ,185 693,2857,NO,NO
32705448,1434,original, ,21 902,664,NO,NO
32693965,1434,original, ,60 945,1386,NO,YES
32704429,1434,original, ,56 660,1259,YES,YES
32702483,1434,original, ,65 707,1401,NO,NO
32701811,1434,original, ,79 038,1235,NO,YES
32700052,1434,copy,32679752,46 661,906,NO,NO
32699447,1436,original, ,30 473,798,NO,NO
32694333,1434,original, ,25 710,621,NO,NO
32699294,1434,copy,32363473,62 850,941,NO,NO
32700570,1434,original, ,33 329,949,NO,NO
32698609,1434,original, ,199 977,1381,NO,NO
32698410,1434,copy,29430210,33 329,476,NO,NO
32699069,1434,copy,32365773,26 664,439,NO,NO
32698958,1434,original, ,52 375,871,NO,NO
32698864,1434,copy,32679423,21 902,562,NO,NO
32698592,1434,original, ,46 661,839,NO,NO
32698101,1434,copy,32698043,27 616,659,NO,NO
31941161,1434,copy,32373985,61 898,525,NO,NO
32698492,1434,copy,32213768,33 329,483,NO,NO
32698022,1434,copy,32698043,27 616,659,NO,NO
32698043,1434,original, ,26 664,636,NO,NO
32698226,1434,copy,30739498,36 186,775,NO,NO
32700577,1434,copy,32698043,26 664,636,NO,NO
32704180,1434,copy,32626922,36 186,823,NO,NO
32663415,1434,original, ,90 466,905,NO,NO
32697246,1434,copy,32698043,26 664,636,NO,NO
32697500,1434,original, ,32 853,727,NO,NO
32703868,1436,original, ,28 568,1269,NO,NO
32539202,1434,original, ,83 419,1143,YES,NO
32698336,1434,original, ,35 234,496,NO,NO
32697379,1434,copy,32697321,133 318,1482,NO,YES
32697321,1434,original, ,133 318,1482,NO,YES
32698393,1434,copy,32684365,133 318,1482,NO,YES
32697174,1434,copy,32684365,133 318,1482,NO,YES
32700302,1434,copy,32684365,133 318,1486,NO,NO
32663847,1434,original, ,57 127,1099,NO,NO
32557399,1434,original, ,85 704,1558,NO,NO
32663402,1434,original, ,114 272,1120,NO,NO
32665519,1434,copy,28612689,80 943,870,NO,NO
32566033,1434,copy,32617287,66 659,1042,NO,NO
32338121,1434,original, ,90 466,1146,NO,NO
30452466,1436,original, ,68 554,1241,NO,NO
32667648,1434,original, ,33 329,1063,NO,NO
32669506,1434,original, ,38 091,952,NO,NO
32694787,1434,copy,32721384,80 943,1471,NO,NO
32703057,1434,copy,32328088,99 174,1173,NO,NO
32687649,1434,copy,28086937,90 466,1507,NO,NO
32687186,1434,copy,28086937,90 466,1507,NO,NO
32702057,1434,original, ,45 176,706,NO,YES
32701748,1434,original, ,95 227,1659,NO,YES
32701537,1434,original, ,38 091,1190,NO,YES
32701385,1434,original, ,47 614,1133,NO,YES
32700416,1434,copy,31226568,29 520,746,NO,NO
32691510,1434,original, ,50 470,944,NO,NO
32611327,1434,copy,32613065,24 759,750,NO,NO
32407889,1434,original, ,29 997,527,NO,NO
32407834,1434,original, ,20 855,672,NO,NO
32391209,1434,original, ,44 281,661,NO,NO
32700123,1434,copy,32504043,28 568,614,NO,NO
32691019,1434,original, ,62 850,1047,NO,NO
32697546,1434,original, ,34 282,635,NO,NO
32701303,1434,original, ,60 945,1386,NO,YES
32700847,1434,original, ,35 234,749,NO,NO
32695686,1434,original, ,80 943,1471,NO,NO
32700552,1434,copy,32697740,39 519,824,NO,NO
32106428,1434,original, ,34 282,746,NO,NO
30845076,1434,copy,30854222,107 130,857,NO,NO
32161947,1434,original, ,50 470,890,NO,YES
32033611,1434,original, ,54 279,1428,NO,NO
32698290,1434,copy,30322128,42 757,674,NO,NO
32698085,1434,copy,32547246,44 757,1070,NO,NO
32699618,1434,copy,32630534,23 807,595,NO,NO
32697740,1434,original, ,39 519,824,NO,NO
32695377,1434,copy,32693466,75 229,1355,NO,NO
32680965,1434,copy,32689363,60 945,1016,NO,NO
32668322,1434,original, ,24 283,495,NO,NO
32693707,1434,copy,32693466,75 229,1355,NO,NO
32699373,1434,original, ,79 991,1818,NO,YES
32699237,1434,copy,32708713,39 995,851,NO,NO
32699132,1434,original, ,75 229,1505,NO,NO
32694075,1434,original, ,209 499,1940,NO,NO
32693879,1434,copy,32693794,78 086,1407,NO,NO
32693794,1434,original, ,78 086,1407,NO,NO
32693497,1434,original, ,45 709,896,NO,NO
32693466,1434,original, ,75 229,1355,NO,NO
32698678,1434,original, ,399 953,1653,NO,NO
32698640,1434,original, ,43 804,932,NO,NO
32698541,1434,original, ,52 375,708,NO,YES
32698286,1434,copy,32687235,61 898,1008,NO,YES
32225364,1434,copy,32213768,33 329,486,NO,NO
30971939,1434,copy,30919196,51 423,833,NO,NO
32269356,1434,copy,31486653,27 616,705,NO,NO
32697774,1434,original, ,68 563,1490,NO,YES
32693207,1434,copy,32045343,34 282,661,NO,NO
32697360,1434,copy,32689756,60 945,1386,NO,NO
